spec_id,mol_id,group_id
35549,10726,3780
18672,11697,1475
11548,179,928
20818,19339,1677
5358,22198,458
3398,20415,307
37335,13203,3906
39666,23830,4075
38163,15811,3970
9737,9096,794
25428,2991,2604
29852,1206,3303
15913,18885,713
6185,3414,523
8564,16540,705
1822,8389,168
15675,23044,1277
23626,4235,2212
1400,22383,139
21516,4232,1778
10733,8619,867
11170,22005,900
30133,13516,3322
21868,19320,1847
2375,2249,211
12127,12909,973
28612,3232,3176
16014,19988,1297
1502,23371,146
18954,20261,1494
15924,18788,1293
14739,16335,1201
25081,14504,2531
21035,6173,1712
19167,18877,1508
5663,18854,480
17631,23348,1405
15724,9933,1280
38282,12939,3978
9657,14704,788
35008,12588,3735
34216,8381,3661
24697,3160,2444
13555,25708,949
12743,5408,1029
10649,25947,862
24812,3163,2469
1201,14354,122
2320,19419,207
16047,16343,1207
22566,4019,1981
23098,19259,2095
18957,20261,1494
20784,4075,1672
21679,3009,1810
1994,16539,181
31319,20165,3430
9653,14704,788
18282,1759,1449
31475,7385,3444
39182,17055,4038
29397,7252,3270
6529,22824,546
20467,14585,1617
3396,20415,307
28788,18087,3188
38584,18317,3999
9676,7394,790
7413,1432,616
16055,16343,1207
13451,25712,1074
36231,25102,3825
7306,6897,607
21616,18770,1799
3668,3891,330
5815,4824,491
6708,18497,560
31470,7385,3444
17411,2077,1391
38081,14454,3965
21036,6173,1712
28646,3247,3178
1998,16539,181
30114,10982,3321
35386,11898,3769
21490,14589,1772
22441,14567,1956
15896,18885,713
11368,18758,914
27763,18135,3099
11235,19931,906
29515,23020,3279
131,7620,23
11204,25548,904
6766,18861,565
20630,18730,1644
11026,18745,888
15802,18704,1288
22573,4020,1982
28288,14503,3149
21485,6256,1770
11783,3729,947
11564,1887,929
19342,18042,305
25248,18072,2566
24126,6165,2320
37376,11020,3910
22845,19180,2039
33092,24695,3575
3035,1462,276
29862,1206,3303
26020,14584,2729
25141,14501,2544
15838,18482,1290
29829,8514,3301
39335,13096,4050
14257,24192,1177
28439,3185,3163
39041,7646,4031
21778,2953,1833
2707,26059,238
18731,18279,1480
6619,7515,553
7284,3261,606
17865,2251,1421
14697,16342,1197
20582,4060,1636
19069,15928,1501
9820,9714,800
19892,1941,1559
1399,22383,139
37165,18717,3894
16590,23637,1333
17181,19897,1375
7975,9041,659
28340,18394,3154
6394,7878,538
21048,6158,1713
16376,5464,1318
24047,6159,2302
15481,3945,669
14729,16335,1201
22145,3213,1897
19379,18843,1522
15003,19364,1227
37341,13203,3906
18173,3735,1442
14295,25709,1086
38086,14454,3965
30728,24268,3379
3373,18042,305
22044,3925,1875
37475,5937,3919
10303,1514,837
6761,18861,565
26899,4148,2917
12059,20769,968
26043,19328,2734
39117,5678,4034
11199,8363,903
23558,14592,2197
29542,7264,3281
11505,1888,925
37881,6600,3949
14933,8826,197
26154,19291,2760
3162,17161,286
13125,10825,1065
28289,14503,3149
10774,20259,870
24814,3163,2469
2879,9154,101
11259,18271,908
23716,19210,2230
29429,7759,3272
11653,11350,938
27761,18135,3099
36660,2132,3854
20347,1511,1608
2508,26076,222
1500,23371,146
17337,19459,1385
38343,11299,3982
25837,19206,2690
13478,1413,1090
16684,343,1340
20650,23864,1645
19050,15927,1500
3761,3222,338
37521,4092,3923
24360,18075,2372
22130,3915,1894
11722,11869,943
160,7881,25
11071,18597,892
30307,26525,3338
20850,3035,350
34099,4309,3651
2931,20130,266
29600,10042,3285
31781,3887,3472
25677,18247,2657
22855,18045,2041
25923,19278,2707
16893,9376,1355
12529,13325,1007
16461,13943,1325
3349,6106,301
28124,18395,3138
26023,19193,2730
13476,1413,1090
17099,17025,1368
22519,4214,1972
19720,25711,1076
27399,19222,3020
38732,18326,4009
18381,15019,1456
16990,11304,1361
22064,3908,1879
38066,9779,3964
37891,25227,3950
21677,4213,1809
29155,19412,3252
20518,3913,1625
39849,12727,4085
14485,22037,1189
17434,13732,1393
275,7580,36
34207,8381,3661
26684,18118,2871
29604,10042,3285
36616,2165,3851
2331,2243,208
22239,3892,1917
23977,3017,2285
20876,18840,1688
17287,22220,1382
26950,4173,2927
6803,22700,567
15825,18482,1290
16561,1514,837
20595,18734,1616
4466,20549,395
21846,18820,1844
30055,6674,3317
17114,20444,1370
21201,18220,1727
36169,20476,3821
14779,25176,1204
12868,12483,1042
31849,15436,3478
38689,26148,4006
6405,7878,538
38686,26148,4006
17377,2018,1389
9848,3948,802
6699,18497,560
11400,23556,917
7056,7677,586
37905,165,3952
18221,23235,1446
1070,6780,112
30297,22367,3337
25001,14493,2511
18725,18279,1480
7968,9041,659
11017,18745,888
28443,3185,3163
28784,18087,3188
13464,1413,1090
23393,19272,2161
11637,15272,937
21115,6182,1718
5779,1438,488
5702,18764,483
20386,12862,1611
7262,18297,604
11398,23556,917
30788,7059,3383
34931,1252,3727
15047,25817,1232
17526,14151,1399
38251,13518,3976
27503,19258,3043
23245,14579,2129
31120,24675,3414
16442,9504,1324
20877,18840,1688
27233,2968,2987
25373,19326,2591
9797,11167,798
39254,12864,4044
16707,943,1342
22695,3223,2008
28286,14503,3149
5535,25707,470
20309,4923,1604
23947,4220,2280
2363,2249,211
37268,14680,3898
26692,19244,2873
14258,24192,1177
6802,22700,567
20844,19044,1681
20786,4075,1672
9099,6700,733
39261,12864,4044
35453,22409,3773
37955,214,3955
10395,19452,843
34673,4893,3699
8288,2664,686
8084,18737,670
6450,10549,541
36399,14647,3836
17161,22742,1373
29432,7759,3272
26489,18144,2828
17010,11302,1363
28441,3185,3163
8949,7386,735
24125,6165,2320
4141,921,370
36340,26206,3832
14827,1470,1210
29157,19412,3252
8036,18876,664
23631,3033,2213
15355,2353,1256
30309,26525,3338
25458,18182,2609
38547,18565,3996
19262,18804,1515
36334,26206,3832
9690,23910,791
18161,3735,1442
15623,3188,1273
30817,7056,3385
21872,19320,1847
11543,179,928
14732,16335,1201
3488,4768,316
17116,20444,1370
37759,24090,3941
20449,18734,1616
11731,11869,943
28513,19181,3169
27725,18094,3091
36244,6460,3826
9061,19021,745
2047,4810,185
27868,4036,3118
4044,4053,362
28652,3247,3178
31801,14890,3474
22712,14543,2011
34887,1251,3721
24825,14546,2472
16612,20547,1335
21614,18770,1799
17221,22884,1378
19483,20898,1527
17101,17025,1368
8457,11191,697
24893,3181,2488
39425,25420,4055
23878,19332,2265
3434,8347,310
18337,25674,1453
24974,14509,2506
26730,19267,2881
4401,25808,388
11380,25812,915
17240,22978,1379
21415,14519,1761
34086,4309,3651
4461,20549,395
10906,19467,880
29273,19483,3260
22176,3889,1904
22862,19205,2043
25292,18168,2574
17630,23348,1405
26731,19267,2881
8354,1208,690
5997,18563,507
25298,6219,2576
33897,11810,3633
19738,25711,1076
22567,4019,1981
7097,7616,589
17294,22220,1382
34610,4825,3692
38252,13518,3976
19485,20898,1527
29469,22208,3275
23789,6243,2246
30050,6674,3317
13470,1413,1090
12206,20779,981
39428,25420,4055
24557,18219,2414
25919,19278,2707
29459,22208,3275
16475,10406,1326
19847,5630,1556
2815,23376,73
20648,23864,1645
23561,14592,2197
35011,12588,3735
21602,18033,1796
20647,23864,1645
25570,18179,2633
16380,5464,1318
26727,19267,2881
37403,2565,3912
31965,1137,3486
3589,22702,324
342,7807,44
37509,9483,3922
25140,14501,2544
21847,18820,1844
19044,15927,1500
9883,10774,805
28069,6152,3134
38772,10155,4012
27299,19307,2999
6409,8065,539
27651,3253,3075
2339,7383,209
18791,14347,1484
22419,3244,1951
37932,2332,3954
8035,18876,664
37383,11020,3910
23939,18134,2278
37821,19353,3945
23751,19347,2238
37357,20635,3907
23479,19352,2180
14487,22037,1189
17169,19897,1375
15209,7383,209
37435,14084,3916
27314,19346,3002
26760,4016,2888
34879,1251,3721
6835,18816,569
14753,20765,1203
34841,4845,3715
18165,3735,1442
8077,3945,669
10509,8390,852
2781,18687,245
18172,3735,1442
29782,14455,3298
10511,11876,853
26959,4151,2929
6906,22246,573
31685,12535,3464
22670,6214,2003
29462,22208,3275
8353,1208,690
152,7881,25
10265,19057,834
4464,20549,395
31964,1137,3486
17643,1518,1406
10903,19467,880
27569,18204,3057
37416,13373,3914
7055,7677,586
30759,7564,3381
37917,165,3952
7099,7616,589
25614,3263,2643
8167,18803,676
30132,13516,3322
20781,4075,1672
17432,13732,1393
38902,18863,4021
12594,13806,1014
15385,2362,667
35617,18657,3784
38032,13542,3962
14496,22037,1189
18366,4673,1455
23737,19308,2234
22982,19327,2069
35238,18790,3758
25170,14478,2551
29828,8514,3301
29156,19412,3252
39711,12228,4077
11503,1888,925
19063,15928,1501
26273,18028,2783
30208,12495,3328
24239,6175,2345
31279,4285,3428
26700,18131,2874
31864,15436,3478
12630,13465,1017
20639,18730,1644
23803,19236,2249
12212,20779,981
27671,14577,3079
33096,24695,3575
21111,6182,1718
1412,22383,139
33973,8568,3639
20244,1439,1602
26106,18124,2748
16892,9376,1355
17512,13525,1398
28243,19149,3146
37608,18349,3929
576,6046,74
11018,18745,888
20988,6167,1708
7402,1432,616
36447,19454,3839
27931,21982,3122
19471,20898,1527
36314,5991,3831
23609,18126,2208
28393,4035,3159
29152,19412,3252
1078,6780,112
34789,4814,3708
25315,19230,2579
31913,25974,3482
26435,18025,2817
2057,4811,186
34312,2152,3668
38596,8237,4000
24765,3190,2459
34607,4825,3692
21339,3155,1746
21848,18820,1844
22276,4041,1924
35127,26060,3743
5049,3960,436
12214,20779,981
17907,12642,1424
7941,18744,657
6979,1268,580
7400,1432,616
33093,24695,3575
17956,25255,1426
11507,1888,925
29567,1105,3283
27518,19186,3047
14468,14778,1186
17327,19459,1385
19085,16228,1503
39517,23851,4062
21044,6158,1713
32071,21959,3500
19254,18804,1515
36436,19454,3839
33889,11810,3633
10445,11877,848
37167,18717,3894
9060,19021,745
27964,14593,3125
19400,18780,1523
27048,2970,2946
33839,25804,3628
24669,3156,2439
21904,18404,1850
27325,19281,3004
5357,22198,458
26493,19182,2829
18255,16335,1201
5755,21477,486
27862,4036,3118
30059,6674,3317
5507,18900,468
31111,24675,3414
3039,1462,276
15372,2353,1256
19432,14527,1525
26249,18035,2778
5094,3882,439
11804,25708,949
31814,14989,3475
10602,9182,859
835,3056,91
22636,19340,1995
13447,24216,1089
23695,19185,2226
2469,10405,219
25728,18137,2667
38840,19896,4017
20307,4923,1604
28001,3897,340
1896,22583,173
34334,3955,3670
6408,8065,539
19183,4193,1510
37880,6600,3949
15204,7383,209
270,7580,36
8527,9584,702
6066,25262,513
8454,11191,697
9857,3948,802
6556,22532,548
30730,24268,3379
8340,14460,689
19189,4193,1510
8294,2664,686
15201,7383,209
16974,6933,1360
35303,9256,3763
15861,18042,305
6419,8065,539
33094,24695,3575
28195,6145,3142
31688,12535,3464
14987,2801,1225
31012,8742,3406
7292,3261,606
36178,16356,3822
17088,20429,1367
37980,16271,3957
10801,26375,872
4168,26295,373
26835,4191,2903
21916,18226,1852
3439,8347,310
10200,4244,828
27780,4224,3103
2368,2249,211
29261,19483,3260
16810,5913,1349
35324,14321,3765
21255,19165,1732
7288,3261,606
38790,21980,4013
36105,16225,3816
19915,1766,1562
22479,19221,1964
22119,3914,1892
697,4265,83
3498,18898,317
4229,19094,376
11148,18808,898
35546,10726,3780
30299,22367,3337
30580,6980,3359
39726,13177,4078
37037,6964,3884
33901,11810,3633
5158,10816,443
15208,7383,209
7798,18762,645
17642,1518,1406
12231,16340,983
20967,6179,1706
27182,2955,2976
25195,14517,2556
21188,19153,1726
34998,12588,3735
7048,7677,586
17634,23348,1405
39359,26059,238
13799,4339,1123
27982,18733,3127
29279,7976,3261
8004,3898,662
15655,22015,1274
31137,13723,3416
38192,15397,3972
34663,4893,3699
10002,8708,813
20136,6021,1593
29997,7265,3312
22324,18077,1932
23256,14581,2131
9880,10774,805
38549,18565,3996
39602,10192,4069
15895,18885,713
23540,3272,2193
22675,19229,2004
17324,18849,1384
34669,4893,3699
22534,3011,1975
13139,10825,1065
24258,6138,2349
36292,17034,3829
22073,3909,1881
6002,18563,507
2846,22393,250
6293,4809,530
31535,7649,3449
13402,4243,1082
2572,26256,227
25967,19232,2718
35730,17981,3791
1072,6780,112
26625,14564,2858
33887,11810,3633
30820,7056,3385
21359,14510,1749
22634,19340,1995
34344,3955,3670
2169,4886,194
17328,19459,1385
21938,18867,1856
11261,18271,908
28253,6164,3147
9068,19021,745
38977,5349,4026
39112,5678,4034
37547,18347,3925
8437,20568,696
29287,7976,3261
10270,19057,834
2076,4817,187
30151,801,3323
35774,18508,3794
23185,18177,2115
37398,2565,3912
37732,16689,3939
12082,20454,969
3370,18042,305
27397,19222,3020
92,7581,16
24054,6160,2304
21694,4156,1813
8580,25555,706
36239,6460,3826
15161,25482,1240
34840,4845,3715
21759,4015,1828
13459,25712,1074
1296,13464,129
26960,4151,2929
12811,21133,1037
34828,4755,3713
18583,19541,1469
33744,24699,3620
6126,420,519
25410,18114,2600
22303,18049,1928
15751,1435,1283
846,7001,92
20460,14585,1617
37859,20938,3948
2568,26256,227
16474,10406,1326
32693,22534,3546
8338,14460,689
13044,25751,1058
12493,12309,1004
34882,1251,3721
26172,18192,2763
20094,21952,1588
6235,4136,526
34338,3955,3670
23247,14579,2129
10392,19452,843
16989,11304,1361
37500,9483,3922
13780,20531,1122
20455,18734,1616
10294,1514,837
24764,3190,2459
2173,4886,194
20819,3273,334
11365,18758,914
26307,18015,2791
21564,6231,1787
22258,3933,1921
27855,3901,3117
14907,19365,1216
35547,10726,3780
30145,801,3323
3484,4768,316
23483,19352,2180
27644,3252,3073
4832,18760,420
39663,23830,4075
23202,6250,2119
34653,4886,194
3749,2996,336
24839,3167,2475
3591,22702,324
31016,8742,3406
15852,18042,305
5668,18854,480
16433,9504,1324
22511,18132,1971
22944,3229,2061
21330,3180,1744
11378,25812,915
37812,19353,3945
19349,18042,305
35772,18508,3794
29779,14455,3298
26492,19182,2829
20782,4075,1672
36547,25016,3846
14117,25179,1165
3662,3891,330
26722,3008,2879
21106,6182,1718
25327,18100,2581
29929,25025,3307
18729,18279,1480
15221,20535,1245
17233,22978,1379
26159,19298,2761
36227,25102,3825
15398,3037,668
17644,1518,1406
22626,19301,1993
24424,6227,2385
31852,15436,3478
21458,22243,1766
8957,7386,735
5675,18854,480
22083,3937,1884
12880,20943,1043
3399,20415,307
16842,944,1351
8538,18561,703
31023,21629,3407
1815,8389,168
17085,20429,1367
11836,19449,951
11886,17047,955
3437,8347,310
35134,26060,3743
13421,25709,1086
2779,18687,245
39043,7646,4031
15451,2316,1261
21586,18019,1792
8275,11558,685
37603,18349,3929
23219,18109,2123
21186,19153,1726
18168,3735,1442
26620,14738,2857
9133,26778,747
21653,18768,1806
11343,18750,913
30781,7059,3383
34169,8378,3658
17429,13732,1393
15856,18042,305
23765,18260,2240
33656,24701,3614
30572,6980,3359
21533,18412,1781
39357,26059,238
27324,19281,3004
22615,18071,1991
26467,4037,2824
26651,18240,2863
6933,25765,576
36390,14647,3836
17154,22742,1373
17500,14148,1397
3040,1462,276
18079,9569,1436
23301,19225,2141
3371,18042,305
13078,21699,1061
6928,14471,575
35351,20006,3767
2994,22579,272
36335,26206,3832
2209,8826,197
34336,3955,3670
17283,22220,1382
21993,18865,1865
22674,19229,2004
34125,4311,3654
19003,16545,1497
11397,23556,917
21685,18775,1811
22279,4041,1924
22527,3010,1974
37320,18649,3904
37965,12493,3956
22907,18169,2053
1915,20559,175
25918,18263,2706
25306,6220,2577
151,7881,25
8536,18561,703
10087,20777,820
22437,14566,1955
16454,13943,1325
22705,14542,2010
13450,25712,1074
35360,20006,3767
37873,6600,3949
28635,3238,3177
7261,18297,604
20982,6167,1708
26948,4173,2927
16803,5913,1349
24358,18075,2372
37339,13203,3906
36673,2132,3854
37947,214,3955
6911,22246,573
9878,10774,805
11208,25548,904
8173,18803,676
32006,10609,3489
11264,18271,908
35415,25627,3771
34218,8381,3661
23614,19249,2209
35286,11618,3761
21367,14510,1749
18231,23235,1446
23613,19249,2209
8447,20568,696
2365,2249,211
19070,15928,1501
17980,20456,1429
34171,8378,3658
37498,16505,3921
13079,21699,1061
16898,9376,1355
22910,18169,2053
34893,1889,3723
28115,18395,3138
11883,17047,955
1793,11287,166
20516,3913,1625
4859,18792,422
5585,6929,474
1011,11271,107
28048,6149,3132
8615,24184,709
21585,18019,1792
6399,7878,538
38514,6673,3993
16049,16343,1207
15297,2252,1252
38735,18326,4009
16123,2801,1225
10436,11877,848
30791,7059,3383
4111,2552,368
11360,18758,914
21972,14578,1862
1779,11287,166
19266,18804,1515
29945,7260,3308
16843,944,1351
833,3056,91
17373,2018,1389
26936,4170,2924
11381,25812,915
14207,25709,1086
14073,20452,1160
19314,6197,1519
32128,18455,3506
15441,2316,1261
13243,25743,1072
4034,18748,361
26040,18068,2733
11730,11869,943
5812,4824,491
11881,17047,955
29843,18274,3302
16925,26584,1357
8819,3884,724
21661,18768,1806
10523,11876,853
28551,4167,3171
17674,11539,1408
20458,18734,1616
37351,20635,3907
19042,25011,1499
28191,6145,3142
21410,14481,1760
8487,22274,699
20646,23864,1645
10299,1514,837
26550,18172,2841
30311,26525,3338
37444,14084,3916
22051,3902,1876
10515,11876,853
37944,214,3955
24352,19154,2370
31534,7649,3449
30148,801,3323
6205,22741,525
33964,8568,3639
38537,7267,3995
20868,18833,1686
18227,23235,1446
11190,8363,903
37516,4092,3923
30312,26525,3338
20301,4923,1604
6800,22700,567
26349,18005,2799
8440,20568,696
9656,14704,788
10056,19036,818
24726,3195,2450
20791,4075,1672
13779,20531,1122
29180,15600,3254
20721,14582,1660
7303,6897,607
5351,22198,458
10595,9182,859
11680,6469,940
13604,22371,1102
35005,12588,3735
5226,13749,448
17863,2251,1421
31233,9135,3424
28245,19149,3146
25579,6254,2635
12067,20769,968
15186,19419,207
23527,18112,2190
18280,1759,1449
6525,22824,546
14902,19365,1216
9806,8177,799
2316,19419,207
12648,15894,1019
20609,22242,1638
31690,12535,3464
18845,25048,1487
36010,9851,3810
1496,23371,146
21314,14547,1741
2691,20183,236
37504,9483,3922
29608,10042,3285
7236,2984,602
21678,3009,1810
3760,3222,338
21579,14737,1790
10130,14731,823
9406,16532,769
38283,12939,3978
30577,6980,3359
16100,26458,1303
15859,18042,305
6446,10549,541
26618,14738,2857
12739,5408,1029
6935,25765,576
15409,3037,668
26767,4017,2889
3402,20415,307
19890,1941,1559
35615,18657,3784
13775,20531,1122
21900,18404,1850
26114,4204,2750
6707,18497,560
1999,16539,181
26164,18184,2762
34730,4844,3704
39646,5684,4074
19006,16545,1497
2257,9971,202
21258,19165,1732
2832,22393,250
20350,1511,1608
27954,18016,3124
29870,4244,828
2333,2243,208
3596,22702,324
37975,16271,3957
29433,7759,3272
32622,24708,3541
15562,3219,1268
24460,3235,2393
21473,21989,1768
14842,1470,1210
22256,3928,1920
27276,19209,2995
8888,25834,730
38557,18565,3996
2314,19419,207
22753,18210,2020
15093,9971,202
10439,11877,848
12771,22210,1032
2591,22808,229
16978,11304,1361
13472,1413,1090
31969,1137,3486
35773,18508,3794
29183,15600,3254
29824,8514,3301
29519,23020,3279
35285,11618,3761
15719,9933,1280
22704,14542,2010
30120,10982,3321
14742,16335,1201
37086,20744,3887
21662,18768,1806
38150,7882,3969
15370,2353,1256
6917,14471,575
19417,14527,1525
24060,6189,2306
14777,25176,1204
12866,12483,1042
17926,14309,1425
23257,14581,2131
24423,6227,2385
25552,18264,2629
37728,16689,3939
34092,4309,3651
38580,18317,3999
36553,25016,3846
31282,4285,3428
14905,19365,1216
8907,22479,732
14461,14778,1186
17281,22220,1382
16678,343,1340
6220,22741,525
38978,5349,4026
11151,18808,898
27537,19211,3051
37162,18717,3894
23364,4227,2155
23039,4202,2082
26524,18200,2835
22916,6222,2055
7804,8843,646
21982,18865,1865
34333,3955,3670
799,4265,83
3659,3891,330
28224,6137,3145
29940,7260,3308
3748,2996,336
27315,19346,3002
21302,6218,1739
8279,11558,685
4115,2552,368
18375,15019,1456
16375,5464,1318
9735,9096,794
21686,18775,1811
3660,3891,330
2693,20183,236
37380,11020,3910
11376,25812,915
3850,1461,345
23543,3272,2193
6821,18816,569
31281,4285,3428
12969,12440,1050
21627,18774,1802
11465,4798,921
38507,6673,3993
18170,3735,1442
22763,18113,2022
15169,25482,1240
30086,7838,3319
19648,3586,1541
15360,2353,1256
15485,3945,669
38402,5501,3986
15182,19419,207
23634,3033,2213
26698,18131,2874
26038,18068,2733
12071,20454,969
23610,19249,2209
16609,20547,1335
20390,12862,1611
25169,14478,2551
16798,5913,1349
12505,12508,1005
8297,2664,686
17174,19897,1375
10795,26375,872
26728,19267,2881
29859,1206,3303
11027,18745,888
10772,20259,870
3297,22565,296
5048,3960,436
24255,6143,2348
30581,6980,3359
5791,26588,489
24100,6184,2314
33896,11810,3633
35296,9256,3763
20874,18834,1687
14321,25709,1086
34346,3955,3670
17985,20456,1429
30057,6674,3317
5743,21477,486
35768,18508,3794
21462,22320,1767
25230,19179,2562
27347,19235,3009
17948,25255,1426
16066,3856,1300
6930,14471,575
16378,5464,1318
15850,18042,305
1995,16539,181
28637,3238,3177
14685,16342,1197
25040,14514,2521
22803,2989,2030
19377,18843,1522
17531,14151,1399
39172,17055,4038
21024,6173,1712
38897,18863,4021
28131,19172,3139
34833,4755,3713
18573,19541,1469
22013,4225,1869
38589,18317,3999
38286,12939,3978
39115,5678,4034
11065,18597,892
15484,3945,669
5539,25707,470
1407,22383,139
27007,2959,2938
24063,6189,2306
10201,4244,828
2288,5110,205
15778,1429,1286
19060,15928,1501
17095,17025,1368
22895,19342,2049
9680,7394,790
27165,2949,2972
19265,18804,1515
22981,19327,2069
38312,7654,3980
19488,20898,1527
38699,13994,4007
26161,19298,2761
37974,16271,3957
21381,14522,1752
7298,6897,607
11436,5023,919
16674,343,1340
23311,18095,2143
7827,17992,648
28715,3218,3183
25224,18140,2561
26635,19194,2860
26318,14560,2793
38054,18288,3963
21801,2950,1837
16377,5464,1318
348,7807,44
27026,2945,2942
24190,6135,2334
17167,19897,1375
16664,10285,1339
30575,6980,3359
34226,8382,3662
35304,9256,3763
12959,12440,1050
27192,2934,2978
33968,8568,3639
39838,5704,517
23708,18051,2228
34830,4755,3713
31019,21629,3407
30787,7059,3383
17798,16621,1417
27790,3019,3105
2063,4811,186
19725,25711,1076
7154,3890,593
24877,3178,2484
26139,19266,2756
39526,23851,4062
28232,6137,3145
4723,22584,413
5814,4824,491
22773,18127,2024
7404,1432,616
13241,25743,1072
37539,18347,3925
21927,4053,362
21735,4171,1822
32618,24708,3541
22144,3213,1897
22099,3930,1887
15382,2362,667
20873,18834,1687
21494,14742,1773
37862,20938,3948
28519,19181,3169
7821,17992,648
24168,6172,2330
35724,17981,3791
5752,21477,486
8563,16540,705
10198,4244,828
23798,6244,2247
22253,3927,1919
26720,3008,2879
5860,664,495
8070,3945,669
38541,7267,3995
37336,13203,3906
18331,25674,1453
27923,21982,3122
36250,10856,3827
23194,6249,2117
6452,10549,541
1893,22583,173
23935,19245,2277
25976,19239,2720
4789,14684,417
10698,25485,865
19264,18804,1515
8571,25555,706
29941,7260,3308
24831,3166,2473
37542,18347,3925
17627,23348,1405
3356,6106,301
35038,8858,3738
29196,7556,3255
21857,18824,1845
35548,10726,3780
39590,25258,4068
12869,12483,1042
37394,2565,3912
31536,7649,3449
26190,18023,2767
5540,25707,470
8703,24359,716
34343,3955,3670
22897,18254,2050
27323,19281,3004
35639,9464,3786
23265,19199,2133
4703,22247,412
28281,14503,3149
23877,19332,2265
29328,7983,3264
11787,3729,947
31241,9135,3424
15555,3219,1268
36316,5991,3831
9059,19021,745
11404,23556,917
20643,18730,1644
27148,2931,2968
11478,168,923
37864,20938,3948
36356,18278,3834
11243,19931,906
15199,7383,209
3295,22565,296
35283,11618,3761
10829,22218,874
29907,18726,3306
30109,11008,3320
21727,4150,1820
3291,22565,296
5584,6929,474
33836,25804,3628
28786,18087,3188
21706,4182,1816
20835,19043,1679
6421,8065,539
15620,18823,1272
30112,10982,3321
20130,14892,1592
15012,19364,1227
26951,4173,2927
27727,18094,3091
28321,6188,3153
24021,6177,2297
11672,20246,939
1077,6780,112
28510,19181,3169
9843,3948,802
17097,17025,1368
11211,25548,904
16440,9504,1324
25386,19217,2594
18027,20789,1432
26391,18017,2808
14778,25176,1204
19469,20898,1527
13311,25743,1072
10477,9519,850
20448,18734,1616
15177,19419,207
5422,20116,462
31048,13461,3408
24134,6166,2322
21924,18825,1854
3292,22565,296
36392,14647,3836
6895,24610,572
20586,18734,1616
34076,4308,3650
11522,1240,926
20104,21952,1588
29398,7252,3270
3301,22565,296
17632,23348,1405
3493,4768,316
37318,18649,3904
7476,15936,621
23698,19185,2226
37811,19353,3945
6000,18563,507
2061,4811,186
20720,14582,1660
28396,4035,3159
35727,17981,3791
4782,14684,417
21918,18226,1852
24518,19148,2406
21721,3222,338
2555,26289,226
14931,8826,197
22557,19293,1979
36396,14647,3836
39599,10192,4069
28437,3185,3163
22242,3892,1917
20096,21952,1588
12187,14701,979
16447,9504,1324
12205,20779,981
10257,19057,834
21719,3222,338
13798,4339,1123
9981,26216,811
10003,8708,813
14897,19365,1216
35618,18657,3784
39633,12226,4073
29848,18274,3302
38971,5349,4026
38130,3370,3968
39333,13096,4050
24629,19164,2430
37409,4985,3913
6098,13173,516
1790,11287,166
3037,1462,276
21796,2932,1836
7045,7677,586
2831,22393,250
11729,11869,943
28225,6137,3145
10704,15046,866
5424,20116,462
38132,3370,3968
9398,16532,769
5846,3317,494
29423,7759,3272
34562,4804,3689
13443,24216,1089
10465,9519,850
21305,3177,1740
3506,18898,317
11240,19931,906
27450,3013,3031
38893,18863,4021
16050,16343,1207
39642,5684,4074
13318,25743,1072
24736,3199,2453
19775,25756,1551
15049,25817,1232
17685,11539,1408
15085,9971,202
25822,18046,2687
8039,18876,664
8395,11189,693
36259,10856,3827
19194,4193,1510
20426,9562,1614
22727,19325,2015
17767,26539,1414
8164,18803,676
15989,18856,1295
38513,6673,3993
28649,3247,3178
34838,4755,3713
2317,19419,207
16359,2252,1252
37943,214,3955
25985,18102,2722
31819,14989,3475
21891,14572,1849
12517,13529,1006
27326,19281,3004
12531,13325,1007
11676,6469,940
37676,16414,3935
11014,18745,888
39725,13177,4078
14230,25178,1175
5417,20116,462
22840,19252,2038
3036,1462,276
10711,15046,866
29216,1207,3256
28547,4167,3171
17804,16621,1417
15453,2316,1261
12078,20454,969
36552,25016,3846
32320,24707,3519
20589,18734,1616
12080,20454,969
5671,18854,480
3916,3035,350
5816,4824,491
37939,2332,3954
1299,13464,129
20100,21952,1588
3392,20415,307
9805,8177,799
10061,19036,818
22529,3010,1974
15298,2252,1252
37496,16505,3921
30090,7838,3319
7815,17992,648
12650,15894,1019
24434,6228,2387
30433,7731,3347
6913,22246,573
5575,6929,474
21375,14494,1751
27243,19256,2989
24325,18143,2364
19430,14527,1525
37909,165,3952
34229,8382,3662
17924,14309,1425
15189,19419,207
37511,4092,3923
20131,14892,1592
39641,5684,4074
2990,22579,272
21531,18412,1781
19420,14527,1525
4858,18792,422
8924,6700,733
15798,18704,1288
745,1292,87
28187,6145,3142
17218,22884,1378
39569,13165,4066
17796,15394,1416
4849,18792,422
32126,18455,3506
36615,2165,3851
22863,19205,2043
35454,22409,3773
29856,1206,3303
39597,10192,4069
34858,4814,3708
13227,25743,1072
27799,3020,3107
196,7584,29
6922,14471,575
8611,24184,709
15756,1435,1283
19287,18830,1517
14961,4250,743
6711,18497,560
22042,3925,1875
22116,6202,1891
12058,20769,968
8274,11558,685
34213,8381,3661
2459,3288,218
20728,18407,1662
28049,6149,3132
37418,13373,3914
18843,25048,1487
198,7584,29
21654,18768,1806
23148,19310,2107
14298,25709,1086
10505,8390,852
37701,16417,3937
27575,19348,3059
24136,6166,2322
